AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-1.3866,0.9025,-3.6598,-5.2896,-1.5703,0.0295,0.0318,-0.6356,-0.4052,-20.9233,-7.8,-5.0095,-10.7056,-3.3358
2.9319,6.5056,-0.124,-1.8129,1.1191,0.0282,0.0219,-0.0249,-0.1668,-13.2896,-5.682,-3.2075,-3.6513,-0.2677
4.5497,4.7462,3.0976,3.245,-0.3944,-0.001,0.04,2.0064,0.9727,-3.1281,-0.9417,2.952,4.0739,3.3963
5.0283,1.1352,4.9801,5.5128,-2.4155,-0.0251,0.0072,3.2484,1.8451,8.1818,4.2827,7.9638,9.9186,5.9852
7.8234,1.0001,6.669,5.1362,-2.1713,-0.0319,0.0156,2.8033,1.8979,21.108,8.3912,8.5309,15.0909,7.7568
10.0683,3.9137,7.7859,4.7331,-0.9948,-0.0184,0.0789,1.6262,1.4851,28.2497,9.5718,6.0087,15.348,7.4398
6.8194,5.4877,6.2722,4.3471,0.569,0.0043,-0.0813,0.35,0.654,21.2635,6.7192,3.1589,7.1237,3.8481
1.2252,3.9379,2.8635,2.779,3.6409,0.009,-0.5007,-0.8476,-0.5511,5.9555,1.8811,1.4867,-1.5557,0.1463
1.3413,3.6565,1.9962,2.3011,6.8001,-0.0079,-0.535,-0.9055,-1.0908,-1.8003,-0.5959,1.6914,-0.7302,0.7504
7.2487,7.1015,5.3413,5.687,6.6196,-0.0199,0.2303,0.5616,-0.2793,3.3794,0.8209,3.1675,4.9402,4.141
9.1188,7.3948,7.1207,8.8013,2.6208,-0.0169,1.0187,1.5622,0.6531,8.8449,2.3303,2.9946,3.9063,4.1859
1.6304,-0.0054,1.8828,4.9866,-1.624,-0.0117,0.8783,0.7804,0.4461,2.1905,0.221,-0.2159,-1.8582,-0.2042
-6.4284,-5.7638,-4.9817,-2.3694,-2.5513,-0.0063,0.1629,0.1438,-0.0532,-10.1768,-3.1356,-2.2912,-1.8414,-2.8279
-5.1381,-1.5593,-4.2448,-3.3828,-0.5012,0.0043,-0.1502,1.1938,0.3108,-13.1842,-2.9838,0.8523,2.002,-0.3841
0.4301,4.1196,1.3211,1.2114,1.0722,0.0103,0.0255,2.1276,0.8626,-5.8404,0.3052,5.5018,0.6431,2.2757
-0.1661,1.2422,1.752,1.737,0.4494,0.0029,0.1235,1.4514,0.6843,1.1135,2.8172,5.7684,-1.5431,1.4189
-3.4866,-3.7264,-1.4972,-1.2706,-0.2965,-0.0116,-0.0111,0.7562,0.3804,4.7337,3.6305,3.5896,4.4887,0.8431
0.7326,-0.9817,1.0687,1.4934,0.202,-0.0223,-0.1254,1.2697,0.6495,8.7288,3.7536,3.7279,11.1118,3.4556
9.6415,5.5298,7.8883,8.4269,-0.0926,-0.0197,-0.0807,1.663,0.9876,9.6781,2.1361,4.0767,6.288,5.2611
12.5213,8.0005,9.3694,9.4341,-1.4441,-0.004,0.0601,1.1397,0.8719,4.4657,-0.974,1.3958,-1.8887,3.7904
8.6519,7.1299,5.1789,4.4508,-0.2072,0.0047,0.1067,0.6587,0.4814,1.0647,-1.7997,-0.8564,1.6257,2.7851
3.7386,4.8275,1.4089,0.6578,3.6587,-0.0066,-0.0632,0.3174,-0.0855,3.322,0.267,-0.0287,10.307,3.2491
-1.2544,-0.1513,-1.224,-0.8224,4.5527,-0.0173,-0.1623,-0.436,-0.6777,1.8394,0.8232,0.386,7.2809,1.1568
-5.1889,-4.5394,-3.1844,-1.0674,0.8165,-0.0114,0.1791,-0.4444,-0.5392,-5.2858,-0.9244,-0.4283,-3.2835,-2.3688
-3.4535,-3.5562,-1.5616,1.5496,-2.9553,-0.0081,0.6495,1.421,0.6675,-6.5855,-0.8804,1.5173,-3.8542,-1.2669
2.6188,-0.6693,2.392,4.4216,-4.7176,-0.0194,0.6272,3.5052,1.9417,-1.9406,0.8173,5.4118,4.0747,3.5399
5.7573,-1.0397,3.4718,3.0934,-5.2558,-0.026,0.2012,3.5232,2.01,-4.4591,-0.2264,6.2088,3.9456,5.0727
4.6318,-1.169,2.3241,1.0947,-2.1649,-0.0206,-0.1531,1.7991,0.8029,-12.1844,-3.1633,4.2157,-3.8738,2.7284
4.7832,3.9956,3.7196,3.3349,5.0138,-0.0159,-0.4456,0.3527,-0.4352,-7.9845,-2.339,3.7699,-2.5336,2.5095
8.9736,11.7552,7.6302,6.0986,9.7509,-0.0085,-0.73,0.3419,-0.4145,10.0344,3.1198,5.5681,10.681,6.4025
14.8228,17.1173,11.3405,6.4367,8.3338,0.0066,-0.5948,1.4253,0.7452,26.755,8.665,7.6536,20.9867,10.6228
19.4288,19.6909,15.2207,9.9732,5.9913,0.0094,0.0873,2.5561,1.7605,37.6324,12.4278,9.6621,22.3287,12.5995
20.5338,20.1283,18.7298,17.4905,6.7734,-0.0074,0.7775,2.7964,1.8684,49.2431,16.1284,11.224,21.9176,12.5786
15.4035,15.9742,16.4721,17.6716,7.1282,-0.0134,1.0106,1.7092,1.2823,54.5611,18.066,9.6969,20.4375,9.7438
3.8536,5.7074,5.6409,4.88,3.5105,0.0073,0.7569,-0.3836,0.2953,37.3833,13.0556,3.2563,10.9125,2.9243
-8.036,-6.2834,-6.7282,-8.7707,-1.8616,0.0234,0.2137,-2.1356,-0.7597,1.685,1.2757,-4.6479,-4.9979,-5.0324
-12.6748,-13.3569,-11.114,-9.888,-5.2526,0.0057,-0.2063,-1.9825,-1.153,-28.5667,-9.4307,-7.4141,-17.3456,-8.8361
-10.345,-14.2683,-7.8471,-1.9821,-6.1698,-0.0285,-0.1642,-0.0692,-0.5888,-39.1446,-12.9471,-3.7315,-20.8489,-7.4458
-8.1657,-12.7786,-5.2735,2.2355,-6.1188,-0.0422,0.1017,1.5315,0.127,-37.3129,-11.6461,-0.1241,-17.626,-5.0662
-8.9947,-10.5074,-6.8704,-0.5034,-5.5047,-0.027,0.1437,1.5559,0.1977,-35.7262,-11.2202,-1.5303,-12.2267,-4.652
-8.0289,-5.5881,-7.3076,-1.9553,-4.0855,-0.0067,0.028,1.4057,0.1177,-36.1155,-12.3645,-3.8981,-7.4406,-4.0775
-1.8076,1.6812,-2.1107,3.1649,-2.6215,-0.0032,0.0886,2.7156,0.8229,-29.4334,-10.5066,-0.998,-2.0221,-0.3592
5.9684,7.5329,5.1215,8.5625,-0.9725,-0.0095,0.2918,4.2056,1.8502,-9.7902,-2.8625,5.7698,5.779,5.199
10.416,10.0461,8.5882,6.9191,2.8589,-0.0092,0.3476,3.4516,1.76,14.1596,6.5564,9.8223,13.2085,8.7696
11.9627,11.0446,8.8454,3.1947,8.1229,-0.0075,0.1448,1.0208,0.4877,26.9909,10.6386,8.6182,15.8353,9.0722
13.4048,12.0654,10.1894,6.402,9.9764,-0.0159,-0.1746,-0.1891,-0.3537,24.7637,7.8058,5.7677,13.1762,7.9563
15.093,12.8411,12.7642,12.544,6.5439,-0.02,-0.2966,0.8043,0.244,19.1222,4.5282,5.5128,9.1899,7.5674
15.8721,13.3406,13.3209,11.28,2.2129,-0.002,0.0312,2.2745,1.509,21.9657,6.7998,7.8417,8.885,8.5486
14.5353,13.2172,11.1943,4.9404,1.2243,0.0197,0.5172,2.5181,2.0626,31.6015,11.9982,9.0082,13.4372,9.3699
10.1846,11.0611,8.5668,3.3779,2.9732,0.017,0.4804,1.4389,1.4466,38.765,14.2864,7.1829,18.4117,8.0538
4.6537,6.7421,6.8069,5.9693,4.2918,-0.0002,-0.0791,0.1313,0.4849,38.8746,13.443,5.4069,17.6,5.2131
0.6915,1.1632,4.6225,5.0724,2.615,-0.0061,-0.3066,-0.5966,-0.0069,28.272,10.2896,4.6967,6.7299,1.8144
-3.6049,-5.8784,-0.8308,-0.1455,-1.647,-0.0017,0.0627,-1.4129,-0.5623,1.3067,1.1362,-0.2285,-12.1495,-3.8989
-10.5658,-12.9319,-9.1426,-5.1495,-4.625,-0.0048,0.1862,-2.719,-1.7317,-33.0523,-12.5496,-9.8442,-25.6327,-10.7256
-14.9492,-15.2842,-13.9356,-6.797,-4.176,-0.0203,-0.2943,-2.4797,-2.1605,-50.0639,-19.5788,-13.5434,-20.0581,-11.5578
-10.6854,-10.7152,-10.1044,-3.3228,-3.5022,-0.0352,-0.4911,0.7747,-0.5127,-41.0587,-14.8779,-5.7659,-3.0488,-4.4035
-1.6491,-2.5208,-1.6101,3.6469,-4.7532,-0.0288,0.1497,4.1281,1.6699,-24.097,-7.2107,3.2982,3.5815,2.1649
3.8932,4.8843,3.8051,7.5239,-3.9415,0.0022,0.8416,3.8561,1.9098,-12.817,-3.4972,4.2568,-3.7577,2.163
4.2222,8.6824,4.2383,4.7023,1.7906,0.027,0.7329,1.0298,0.4439,-2.14,-0.2182,2.0395,-7.1051,0.4306
2.7674,7.7593,2.8239,-0.1942,7.56,0.0198,0.1149,-0.6917,-0.641,9.3355,4.573,3.2265,1.0181,1.7694
1.4491,3.9468,1.5009,-1.5749,6.8555,0.0009,-0.1981,-0.4741,-0.5492,10.5025,5.2667,4.1018,6.3274,2.7908
0.1105,-0.0417,0.1308,0.5769,-0.1679,-0.0026,0.0061,0.2723,0.0827,-2.2108,-0.69,0.3492,-0.4726,0.1211
-0.5881,-0.6069,0.0083,-0.2665,-1.6977,0.0085,-0.2026,-0.0669,0.1253,-1.8663,-0.5642,-0.0096,-3.8132,-0.912
6.6324,6.0841,4.062,0.4755,4.8188,0.0036,0.0374,-1.0602,-0.4725,15.7385,4.5016,0.3715,6.155,3.0109
1.9726,2.4065,1.5473,1.0139,4.0286,-0.0059,0.0615,-0.8027,-0.5813,8.1673,2.4085,0.1349,3.7131,1.0887
-8.2914,-7.3623,-4.8849,0.5061,-1.0987,-0.0186,-0.0657,-0.3963,-0.661,-14.9131,-5.0168,-2.3765,-6.5357,-4.4598
-11.7465,-11.9776,-8.4415,-2.2875,-4.7747,-0.0161,-0.154,-0.5882,-0.755,-30.1554,-10.4671,-5.322,-14.6107,-7.5515
-8.1225,-8.1525,-7.2498,-5.929,-5.6058,0.0106,-0.1604,-0.1311,-0.2195,-31.2096,-9.8976,-3.793,-16.9888,-6.0613
-4.1096,-1.3655,-3.5925,-5.2604,-3.3534,0.0276,-0.1613,1.3085,0.6311,-21.6992,-4.8565,1.9063,-10.8596,-1.9243
-0.4111,3.2865,1.1096,1.7285,1.1879,0.0046,-0.1847,2.0381,0.7992,-3.8212,0.7518,5.4636,3.2527,2.4149
5.8436,6.4902,6.2777,8.5508,4.3733,-0.0231,-0.1968,1.2616,0.4071,14.9771,4.3981,4.4733,13.7235,5.349
12.8743,11.0896,10.2811,8.347,4.9658,-0.0078,-0.1864,0.1481,0.2654,25.8659,6.7554,3.2993,12.5745,6.7139
15.3471,14.7065,11.0435,3.7158,5.9458,0.0246,-0.178,-0.6838,0.1457,29.7985,8.9206,3.6565,8.2566,6.8192
10.5162,11.0854,7.4413,0.8156,6.9957,0.023,-0.1809,-1.9378,-0.6518,28.0953,8.4215,1.2124,6.7398,4.1997
1.525,0.6815,0.9443,-0.8339,3.4582,0.0035,-0.1789,-3.1269,-1.4387,15.1184,3.0273,-4.4082,0.1348,-1.5383
-4.7717,-7.8876,-3.9796,-3.8792,-4.1211,0.0041,-0.1692,-2.3508,-0.874,-4.6387,-2.8534,-5.9253,-11.3811,-5.6096
-5.474,-9.8933,-4.5805,-5.538,-8.3656,0.0058,-0.1702,0.134,0.5287,-14.2177,-3.5638,-0.9018,-13.1127,-3.991
-4.9663,-8.6766,-3.7836,-3.6835,-5.9108,-0.0131,-0.1795,1.4534,0.9032,-10.6106,-1.4348,2.6541,-3.0007,-0.7368
-6.3262,-6.6283,-4.5121,-2.223,-2.1588,-0.0168,-0.1716,0.6674,0.1561,-8.5126,-1.8594,0.2747,1.8605,-1.2094
-6.1168,-3.43,-4.292,-2.5886,-2.8126,0.013,-0.1475,0.0426,-0.0285,-13.6316,-4.2162,-2.0607,-6.4314,-3.4876
-3.5082,-2.1783,-1.8469,-0.3744,-6.3881,0.0267,-0.1361,0.5819,0.5587,-18.1089,-5.9817,-1.5593,-15.2355,-4.1688
-3.351,-4.7229,-1.4398,3.9115,-7.1398,-0.0018,-0.144,0.5678,0.3892,-19.08,-8.0987,-3.5502,-12.6137,-4.3703
-4.249,-4.5169,-3.4243,3.759,-2.6035,-0.024,-0.1525,-0.3544,-0.5676,-17.083,-9.0891,-7.0461,-1.7438,-3.6837
1.4847,3.6427,-0.8588,-0.3604,3.3696,-0.0056,-0.157,-0.1051,-0.4634,-4.9684,-3.3106,-2.8508,8.3112,1.474
11.1093,12.2649,7.0471,-1.2306,5.4628,0.0207,-0.1635,1.5586,0.9976,18.4544,8.3323,8.2683,13.3139,8.6912
12.041,10.9473,10.2734,1.2551,3.7462,0.0201,-0.1614,1.7421,1.5714,34.8057,15.1118,12.4851,12.6098,9.5373
3.2068,2.494,4.4522,0.9532,2.7341,0.006,-0.1432,-0.8878,0.0087,28.3401,10.643,4.2896,5.8673,2.5763
-1.8726,-1.2095,-0.7408,-1.5135,3.7069,0.0055,-0.1274,-3.284,-1.6594,11.1628,2.5579,-4.0774,-3.8015,-3.2525
2.254,2.412,1.7161,-0.497,2.7422,0.0166,-0.1199,-2.3363,-1.1344,3.8251,0.2544,-2.5065,-8.7502,-2.0863
3.7217,2.4391,3.4976,2.449,-2.0346,0.0133,-0.098,0.1692,0.4217,1.8271,0.3045,1.0688,-6.1669,0.1684
-6.5302,-8.0625,-4.4467,0.3849,-6.8019,-0.0109,-0.0811,0.2585,0.2825,-11.7873,-5.1974,-4.2137,-4.0266,-3.9911
-19.0521,-19.5245,-15.3437,-6.7859,-8.474,-0.024,-0.1235,-1.6972,-1.1512,-31.628,-12.7551,-12.5535,-8.7942,-10.963
-19.86,-18.7282,-16.7794,-11.4113,-8.4774,-0.0028,-0.1547,-1.5294,-1.0408,-38.3001,-13.3541,-11.1855,-13.6706,-11.3257
-10.0993,-7.4238,-8.9447,-8.656,-7.2286,0.0227,-0.0326,1.5369,0.8044,-29.5302,-7.6389,-1.2776,-9.4793,-4.2465
-1.0156,1.4001,-1.1837,-1.7193,-2.8264,0.0114,0.1119,3.2406,1.5596,-15.1422,-2.343,5.1777,0.5195,2.2175
2.7211,1.5649,2.2399,3.0553,2.247,-0.0222,-0.0342,1.1871,0.2976,1.1214,0.8643,3.5204,6.3105,3.2626
3.8784,-1.2499,2.9937,2.6474,2.5152,-0.0289,-0.3349,-1.5179,-0.7723,13.4077,2.9013,-0.5491,4.4482,1.4452
4.0077,-0.4356,2.4013,-0.3126,-0.7035,-0.001,-0.257,-1.5613,-0.3501,12.2726,2.6377,-1.7793,-0.1971,0.3018
3.3771,3.7379,1.8605,-0.3606,-0.705,0.0195,0.1997,0.0354,0.3167,3.5215,0.8922,-0.3343,-1.3924,0.6306
3.1772,6.8512,2.9434,3.9218,2.9195,0.0104,0.3684,0.6724,0.1292,0.5613,-0.0004,1.0459,0.6481,1.3028
2.5994,5.7115,3.6619,7.0407,3.9919,-0.0035,-0.0436,-0.036,-0.4399,-0.5454,-1.4548,0.1718,-0.8265,0.3784
1.2205,2.792,2.1878,4.7159,1.4534,0.0013,-0.5028,-0.5823,-0.562,-6.7843,-3.916,-1.3479,-5.7982,-1.2589
4.3924,6.1715,3.589,1.8919,1.7844,0.0154,-0.4315,0.3968,0.1704,-1.0605,-0.4172,2.1829,-1.2532,1.8943
15.2103,17.9055,12.4304,5.2041,7.9837,0.0198,0.0654,2.2884,1.4338,34.104,13.8033,12.091,18.4979,11.4972
23.3662,24.9992,20.8131,10.7249,13.6632,0.0102,0.4077,2.3202,1.8475,76.5208,28.9075,18.7582,35.4912,18.12
15.9707,15.2401,16.5409,9.4777,11.3803,-0.0022,0.2638,-0.7504,0.5037,82.6141,29.1184,12.1507,29.9372,12.0174
-2.4878,-2.7502,1.6613,2.128,2.4954,-0.002,-0.1646,-3.8792,-1.3138,42.2911,12.4532,-3.2246,7.8244,-2.1472
-15.2256,-11.976,-10.1506,-3.654,-4.9572,0.0109,-0.5754,-4.0905,-1.9555,-10.6459,-7.2635,-13.7702,-11.2143,-11.6643
-16.1808,-12.2787,-13.1748,-6.6787,-6.528,0.0171,-0.809,-2.9692,-1.8749,-43.118,-17.8447,-14.7049,-21.6414,-13.0359
-13.8286,-14.8349,-13.511,-10.3874,-5.5734,0.0025,-0.6158,-2.7247,-2.0323,-54.573,-19.9291,-11.9944,-28.817,-12.1242
-13.5111,-19.6139,-14.6166,-12.515,-6.8617,-0.0216,0.0684,-1.6798,-1.5783,-58.0002,-19.2181,-9.2547,-29.6612,-10.9426
-10.1324,-16.8662,-12.134,-9.0201,-9.8343,-0.0319,0.6909,1.9195,0.4581,-52.8168,-16.2087,-4.0873,-17.2912,-5.7563
-0.2505,-5.9014,-4.2212,-3.1765,-10.1013,-0.0244,0.7791,5.5415,2.7547,-33.584,-8.9905,3.6192,1.4447,3.1368
9.5614,3.5309,3.6035,-0.5366,-5.2294,-0.0152,0.662,5.7405,3.158,-8.1113,0.1733,9.3144,11.3638,9.3324
11.3582,7.1196,6.8559,0.5357,2.4318,-0.0087,0.6739,2.9445,1.6399,12.9282,7.4433,10.0967,9.9537,8.9176
7.1414,10.4572,8.0525,5.2366,8.2536,0.0089,0.4645,0.1254,0.0907,31.2539,12.3923,7.5455,8.991,5.2756
5.5373,16.1447,10.7041,12.0634,10.2833,0.0302,-0.1007,-1.2371,-0.4038,48.9749,15.7584,4.57,14.7799,3.7692
8.7857,17.6559,12.5476,13.4393,9.8641,0.0271,-0.4278,-1.7047,-0.4419,54.9683,15.947,2.753,19.1798,4.91
9.7238,10.3309,9.1371,6.6708,7.3902,0.0018,-0.2747,-1.7384,-0.5807,38.8599,11.0998,1.7351,13.9778,4.9006
3.226,-0.774,0.9983,-2.3726,2.1879,-0.0116,-0.1931,-1.2642,-0.5917,7.9539,2.3312,-0.1732,2.601,1.4217
-5.8071,-8.2588,-6.4953,-7.4265,-3.2721,-0.004,-0.3749,-0.7193,-0.4826,-19.7157,-6.2835,-3.2511,-7.6998,-3.5012
-9.3245,-9.8588,-8.6301,-6.8519,-5.1044,0.0009,-0.2212,-0.4115,-0.4651,-31.2343,-10.2207,-4.8389,-13.8334,-6.112
-6.078,-6.7748,-5.2082,-1.502,-3.5003,-0.0085,0.5024,0.3551,-0.1997,-25.9785,-8.3559,-2.9027,-13.6761,-4.7927
-1.0954,-1.9039,-0.4584,4.5958,-1.5846,-0.0198,1.1076,1.6898,0.4497,-14.5168,-4.3818,0.4673,-7.0537,-1.3157
1.4125,0.4546,1.0574,4.9655,-0.9527,-0.0209,0.9574,2.1709,0.7897,-8.1819,-2.3878,1.6945,-0.0256,1.1699
1.2668,-0.8465,-0.6304,-0.3885,-1.2321,-0.0127,0.2286,1.0473,0.4136,-7.4869,-2.5741,0.0401,2.0004,1.2364
0.2577,-1.4753,-1.7052,-3.2001,-1.0062,-0.0016,-0.4795,-0.4718,-0.2338,-6.8885,-3.2865,-2.3921,0.6442,-0.1195
0.1101,2.0535,-0.084,-0.005,1.2448,0.0097,-0.7041,-1.0244,-0.6469,-5.308,-3.3486,-2.6867,-1.6798,-1.0505
2.3944,7.3071,3.0824,2.7336,4.6401,0.0202,-0.34,-0.4098,-0.4954,-0.9967,-0.4152,1.3205,-3.5302,0.3284
7.1537,10.1645,6.4139,1.6284,6.4887,0.0201,0.2446,0.8645,0.3438,12.6532,7.0044,8.0576,1.3054,4.7821
10.7262,9.981,8.8321,2.4889,6.5646,-0.0009,0.5332,1.7215,1.1045,33.1942,14.4194,11.2709,15.6563,9.3034
9.3946,8.6027,9.0403,7.9907,7.0412,-0.0275,0.4792,1.0324,0.7251,45.8767,15.7912,7.3385,27.4599,9.2171
6.1809,7.9723,7.9053,11.1354,8.2224,-0.0285,0.4051,-0.6656,-0.341,44.6259,13.0572,2.0829,24.058,5.4635
6.7009,8.4815,7.4239,6.2956,8.2923,-0.0022,0.4196,-1.5217,-0.6659,37.7455,12.1099,2.5589,11.6112,3.6883
7.7816,6.7279,5.4213,-2.8193,6.3518,0.0181,0.4201,-1.2788,-0.3187,27.3713,11.2245,4.9346,3.1146,3.9929
1.3538,-1.0806,-1.5593,-8.8544,2.4833,0.0111,0.3855,-1.2808,-0.4956,6.37,4.2731,1.1292,-1.846,0.65
-10.2534,-11.0233,-9.7118,-7.8675,-3.2732,-0.0063,0.3526,-1.3129,-0.9238,-21.4234,-7.0816,-6.526,-9.7312,-6.4913
-16.2272,-14.5671,-12.02,-2.31,-9.0346,-0.0082,0.4235,-0.0452,-0.4155,-40.901,-14.7813,-9.2959,-18.7676,-10.8604
-13.2517,-11.059,-9.3247,0.1098,-10.7521,0.0038,0.6984,1.6539,0.5484,-45.592,-15.3663,-6.0309,-23.0277,-9.5519
-6.7048,-6.7429,-6.8183,-3.742,-6.9306,0.006,0.8878,1.9133,0.6642,-39.2902,-11.6886,-2.1938,-18.6648,-5.1442
0.4648,-2.3628,-3.4779,-5.5154,-0.8344,-0.0102,0.5209,1.32,0.2577,-23.2469,-6.4326,0.2778,-4.5151,0.5693
8.6854,6.1394,4.5218,2.6075,4.4836,-0.0252,-0.1769,1.4362,0.3449,2.0822,0.3536,3.7295,12.4477,6.6656
16.1697,16.9959,14.6318,14.5163,9.2747,-0.0202,-0.4115,1.8216,0.682,28.9702,8.6144,8.9728,19.8299,10.8045
20.5758,24.0805,20.6753,18.9183,13.4401,-0.0006,0.0057,1.4992,0.687,47.9665,16.2854,13.5356,17.22,12.2535
21.9477,25.6822,20.5778,14.5902,14.9481,0.0163,0.4797,0.8654,0.5874,56.4359,20.3186,14.0938,17.1404,12.7566
20.0596,23.0883,16.3735,8.5573,13.1816,0.0203,0.6056,0.2522,0.4783,56.0691,19.337,9.6507,22.8678,12.1564
13.5722,15.3378,10.1518,4.8685,9.5811,0.0096,0.4896,-0.8629,-0.0733,47.2413,14.6404,2.9811,22.8531,8.2509
3.5819,2.8802,2.7852,1.1762,5.3355,-0.0075,0.2938,-2.3105,-0.9897,29.1291,8.2206,-2.0616,10.9294,1.5659
-5.6954,-7.991,-4.555,-4.6039,1.2182,-0.0132,0.1693,-2.8137,-1.4977,3.9226,1.1255,-4.2263,-4.4666,-4.2504
-10.3439,-10.7415,-8.7869,-7.7551,-2.0065,-0.0027,0.3181,-1.4953,-1.0552,-19.63,-5.3777,-4.2851,-13.3998,-6.6351
-10.0177,-6.8057,-7.6633,-3.086,-4.1943,0.007,0.6119,0.7743,-0.0255,-31.0489,-9.2224,-3.1289,-14.9634,-6.2492
-8.513,-4.211,-4.8826,3.1238,-5.3416,0.0036,0.6173,1.8564,0.5353,-30.2768,-9.8605,-2.34,-13.6399,-5.5288
-8.7899,-7.2881,-6.0049,0.2202,-4.9993,-0.0075,0.3262,1.0699,0.1714,-27.3937,-8.8921,-2.7318,-11.2785,-5.2024
-7.2173,-10.142,-8.0911,-7.7489,-2.6935,-0.0218,0.2143,0.5517,-0.1584,-24.9267,-6.6386,-1.2829,-5.0238,-2.5161
1.1306,-4.1478,-2.9857,-6.801,1.7141,-0.0348,0.3789,1.8612,0.4279,-12.3361,-1.0658,4.8837,6.1501,4.2433
12.858,9.5107,8.7084,4.2883,7.0052,-0.0297,0.4496,3.145,1.2397,14.4298,7.6641,11.8764,15.9979,11.0188
20.4442,21.1672,17.8736,13.5705,10.4557,-0.0011,0.4097,2.3161,1.2576,41.2055,14.9059,13.1859,17.8303,12.8241
22.1458,25.0906,19.6958,14.6609,11.0044,0.0258,0.5004,0.4236,0.6848,52.8757,16.8746,9.0501,14.9375,10.833
19.6747,22.788,16.4346,11.0084,10.5901,0.0278,0.4927,-0.544,0.2198,51.2794,15.4965,5.2222,16.6496,9.2983
13.0196,16.2014,10.9428,6.8582,10.3678,0.0086,0.2045,-0.581,-0.0644,45.9946,14.4303,4.3992,22.6485,8.4239
3.9342,6.3175,4.8512,3.5958,8.9492,-0.0133,0.1931,-0.8505,-0.5038,36.5622,12.7281,3.993,19.5562,5.0755
-3.0405,-3.1352,-0.4984,0.3008,5.2719,-0.0185,0.6772,-1.785,-1.1419,16.8594,6.9371,0.9613,0.8675,-1.2775
-6.2945,-8.1062,-4.7264,-4.206,-0.026,-0.0012,0.7348,-2.5253,-1.4426,-7.9093,-1.931,-3.9714,-17.7949,-6.7208
-7.9363,-9.2877,-7.4642,-7.0891,-5.0909,0.0123,-0.0722,-1.8069,-0.8857,-23.323,-8.2975,-6.7589,-18.0491,-7.4801
-8.9082,-9.2474,-7.4589,-4.1073,-6.7911,-0.0033,-0.5478,0.1941,0.0616,-24.2009,-8.8204,-4.7694,-6.2114,-4.7462
-7.6574,-6.5319,-4.4131,2.6296,-3.4491,-0.0239,0.2234,1.715,0.4274,-18.6218,-5.7521,-0.3003,-2.294,-2.5733
-3.3447,0.8827,0.0355,6.9875,1.608,-0.0117,1.213,1.9699,0.2784,-14.1699,-3.0754,2.8072,-8.3078,-1.7798
2.1029,8.557,3.5983,7.0018,3.6919,0.0147,1.1563,2.1714,0.5133,-10.5789,-1.7001,4.4886,-8.6758,0.3945
6.5396,10.6592,5.0863,4.2838,3.2974,0.0129,0.5012,3.0491,1.2095,-4.8597,0.3322,6.8927,2.5199,5.0341
10.7417,9.7606,5.7805,0.4977,4.1993,-0.0073,0.293,3.4515,1.5455,4.4616,4.0417,9.3593,14.5577,9.7244
15.4885,11.7496,7.9208,-0.9127,7.0785,-0.0111,0.5024,2.3316,1.1012,17.1063,7.8782,9.1261,18.3472,11.6446
17.5966,14.6995,10.85,3.1626,9.7844,-0.0058,0.5918,0.2422,0.1285,29.8105,10.0217,5.8953,15.8875,9.9986
14.2424,13.3667,11.4258,9.0315,11.1852,-0.0124,0.515,-1.6345,-0.9357,36.7337,10.3341,2.2966,11.9846,6.1855
8.5389,9.8674,9.1051,10.2378,10.979,-0.015,0.4135,-2.4117,-1.4703,34.7994,9.5102,0.6102,8.3552,2.8768
5.5506,9.5745,7.0771,7.866,8.6047,0.0038,0.2606,-1.6032,-0.9445,27.7498,8.1891,1.3071,6.1734,2.0165
5.4523,10.8316,6.8913,6.7699,4.5829,0.022,0.1123,0.2945,0.2991,21.3486,7.1013,3.5976,6.2864,3.1155
4.2603,7.3387,5.4021,4.941,0.5153,0.0169,0.1075,1.6995,1.1761,14.7647,5.9616,5.3274,6.1827,3.6907
-0.123,-1.5105,0.2175,-1.0451,-2.5498,0.0001,0.2165,1.461,0.9982,2.7586,2.8831,3.9496,1.4569,1.5831
-4.4058,-8.4573,-4.6228,-5.8517,-3.9628,-0.0085,0.2931,0.1667,0.1509,-11.4396,-2.036,0.0988,-7.6938,-2.2698
-3.5795,-7.0704,-3.6009,-3.4567,-3.066,-0.0063,0.2661,-0.5682,-0.3563,-15.0593,-4.4242,-1.839,-13.0535,-3.7639
1.8651,0.0977,1.5077,1.9467,-0.6993,-0.0023,0.1893,0.0266,-0.0108,-4.4843,-1.7232,0.0956,-6.8276,-0.6589
5.5567,4.6085,3.7644,3.3846,0.4986,-0.0036,0.1734,1.0223,0.5901,5.187,1.1602,1.5839,5.2272,3.1833
3.3773,2.6545,0.8406,1.3277,-0.9569,-0.0072,0.199,1.1757,0.6342,-0.0207,-1.2843,-1.0859,8.8954,2.6324
-1.4824,-1.4907,-2.6357,-0.049,-3.1451,-0.0056,0.0317,0.7214,0.2981,-11.9898,-5.6591,-3.8612,2.3255,-0.8053
-3.4586,-2.9102,-2.2818,0.2616,-2.9003,-0.003,-0.398,0.578,0.1957,-12.5324,-4.5973,-1.1479,-2.5156,-1.5981
-1.811,-1.8392,0.3966,0.345,0.5907,-0.0063,-0.6228,0.3352,0.0521,-0.8417,1.2728,4.0755,-1.3095,0.4868
